매장코드,매장명,주소,오픈날짜
938,부천신중동역,경기도 부천시 원미구 중동 1058-5 동화빌딩,2015-06-11
900,역곡역DT,경기도 부천시 소사구 괴안동 112-25,2015-03-13
741,부천중동,경기도 부천시 원미구 중동 1131-5 CDS빌딩,2014-02-26
650,부천시청역,경기도 부천시 원미구 중동 1031-2 골든벨타워,2013-08-16
206,현대중동,경기도 부천시 원미구 중동 1164-1 현대백화점 중동점,2003-08-20
89,부천플레이도시,경기도 부천시 원미구 상동 572-1 부천체육문화센타,2007-10-11
439,송내역,경기도 부천시 원미구 상동 464 루치올라 빌딩,2011-10-06
438,부천상동,경기도 부천시 원미구 상동 544-4 가나베스트타운 쓰리,2011-10-06
2221,부천상일로,경기도 부천시 원미구 상동 447 송내리더스텔,2023-12-13
1897,중동삼성,경기도 부천시 원미구 중동 1149-3 삼성전자 부천중동점,2021-12-02
2115,부천역,경기도 부천시 소사구 심곡본동 316-2 부천역사 쇼핑몰,2023-04-28
2060,부천옥길DT,경기도 부천시 소사구 옥길동 784-2,2022-12-09
2039,부천상동DT,경기도 부천시 원미구 상동 499-10,2022-09-30
1934,부천원종DT,경기도 부천시 오정구 원종동 173,2022-02-25
1723,부천중동센트럴,경기도 부천시 원미구 중동 1300 센트럴파크 푸르지오,2020-10-29
1738,춘의역DT,경기도 부천시 원미구 춘의동 168-3 스타벅스 춘의역 DT,2020-12-10
1733,신중동,경기도 부천시 원미구 중동 1132 부천농업협동조합,2020-11-27
2077,소사역,경기도 부천시 소사구 소사본동 70-16 부천 한신더휴 메트로,2023-01-20
1618,광교갤러리아9F,경기도 수원시 영통구 하동 871-1 9층,2020-03-02
1455,수원법조타운,"경기도 수원시 영통구 하동 989 원희캐슬광교, 에이동 105호, 106호, 107호, 108호",2018-12-21
1437,광교역,"경기도 수원시 영통구 이의동 1257 106~108호, 203~205호",2018-11-29
1431,광교엘포트R,경기도 수원시 영통구 이의동 1336-1 광교엘포트아이파크,2018-11-15
1461,영통R,경기도 수원시 영통구 영통동 981-2,2019-01-24
1010,수원망포DT,경기도 수원시 영통구 망포동 38-23 GS칼텍스삼신주유소,2015-11-27
928,수원광교,경기도 수원시 영통구 이의동 1332 광교c1호반베르디움,2015-05-21
819,수원트레이더스,경기도 수원시 영통구 신동 941,2014-08-14
760,경희대국제캠퍼스,경기도 수원시 영통구 영통동 1024-4,2014-04-04
606,수원망포역,경기도 수원시 영통구 망포동 322-3번지 외 12필지,2013-04-23
985,광교이마트,경기도 수원시 영통구 이의동 1240,2015-09-03
525,수원영통,경기도 수원시 영통구 영통동 958-2번지 훼미리타워 1층,2012-05-31
2315,수원매탄,경기도 수원시 영통구 매탄동 1276 레몬스포렉스,2024-09-29
2145,광교갤러리아6F,경기도 수원시 영통구 하동 1017-2 갤러리아 광교,2023-06-30
2006,광교더샵레이크시티,경기도 수원시 영통구 원천동 605,2022-07-22
2030,수원청명,경기도 수원시 영통구 영통동 1046-4,2022-09-02
2137,광교SK뷰레이크41F,경기도 수원시 영통구 하동 1016-1 광교 SK VIEW Lake 41층,2023-05-18
660,안산한양대,경기도 안산시 상록구 사동 1569-1번지 제비동 1층,2013-08-30
668,안산한대앞역,경기도 안산시 상록구 이동 715-2 한남빌딩 1~2층,2013-09-27
1875,안산삼성,"경기도 안산시 상록구 이동 721 삼성전자판매 디지털프라자 안산본점, 1층 일부",2021-10-07
1406,경기양평,경기도 양평군 양평읍 공흥리 494,2018-08-17
1676,더양평DT,경기도 양평군 양평읍 양근리 501-3 외1필지,2020-07-24
1503,용인죽전,경기도 용인시 수지구 죽전동 887 죽전 효성해링턴 플레이스,2019-05-31
1464,죽전단국대,경기도 용인시 수지구 죽전동 1335-1,2019-01-31
841,수지동천,경기도 용인시 수지구 동천동 946-2 1~3층,2014-10-15
814,죽전,경기도 용인시 수지구 죽전동 1191-2 1~2층,2014-07-31
824,수지성복DT,"경기도 용인시 수지구 성복동 83-2,76-2,77-2 1~2층",2014-08-26
241,스타필드마켓죽전,경기도 용인시 수지구 죽전동 1282 스타필드마켓 죽전점 1층,2005-09-09
137,신세계사우스시티,경기도 용인시 수지구 죽전동 1285 (주)신세계백화점경기점 3층,2007-03-20
350,수지이마트,경기도 용인시 수지구 신봉동 909 번지,2010-11-18
501,수지풍덕천,경기도 용인시 수지구 풍덕천동 1080-11번지 비즈마루빌딩1층 101호,2012-04-10
2469,광교상현역,경기도 용인시 수지구 상현동 1119 삼중프라자,2025-11-21
2501,수지메디파크,"경기도 용인시 수지구 풍덕천동 659-14 B113, B114호",2025-12-26
2255,용인고기동유원지,"경기도 용인시 수지구 고기동 216-5, 216-12, 216-27, 216-41, 216-11, 755-13",2024-04-09
2054,수지구청역,"경기도 용인시 수지구 풍덕천동 1078 로얄스포츠센터 111,112,113,206,207호",2022-10-28
1818,수지성복역,경기도 용인시 수지구 성복동 63-1,2021-06-18
1539,파주P.아울렛B1,경기도 파주시 탄현면 법흥리 1790-8 파주프리미엄아울렛,2019-08-29
1381,파주야당역,경기도 파주시 야당동 1066-3,2018-06-27
1375,파주금촌역,경기도 파주시 금촌동 59-10,2018-06-18
699,파주금릉역,경기도 파주시 금촌동 986-1 청원센트럴타워 1층,2013-12-06
765,파주운정,경기도 파주시 동패동 1758,2014-04-23
371,파주P.아울렛2F,경기도 파주시 탄현면 법흥리 1790-8 파주프리미엄아울렛 715호,2011-03-17
2508,파주해오름,경기도 파주시 다율동 1044-9 신운정프라자Ⅳ,2025-12-24
1853,파주문산DT,경기도 파주시 파주읍 봉서리 489-16 통일로주유소,2021-08-27
2065,파주가람,경기도 파주시 와동동 1538-1,2022-12-13
2490,스타필드빌리지운정,경기도 파주시 와동동 1471-2,2025-12-03
1786,파주산내,경기도 파주시 목동동 933-2,2021-03-31
2449,파주LGD GATE G,경기도 파주시 월롱면 덕은리 1239 파주LCD산업단지,2025-08-29
2353,파주교하,경기도 파주시 동패동 1694-2 교하일번가빌딩,2024-11-29
2210,파주LGD,경기도 파주시 월롱면 덕은리 1239 파주LCD산업단지,2023-11-15
1734,파주야당DT,경기도 파주시 야당동 921,2020-11-27
1707,파주운정이마트,경기도 파주시 동패동 1763 이마트운정점,2020-09-23
1480,지행역,"경기도 동두천시 지행동 693-6 크라운732, 102호, 103호, 202호",2019-04-19
1072,동두천DT,경기도 동두천시 지행동 475-1,2016-05-31
2136,동두천송내DT,경기도 동두천시 송내동 573-1,2023-05-26
1605,금정남산동DT,"부산광역시 금정구 남산동 68-1, 42-3, 42-8, 42-10, 71-31",2020-02-06
1401,금정구청DT,"부산광역시 금정구 부곡동 217-2, 217-14",2018-08-16
1289,온천장역DT,부산광역시 금정구 장전동 607-6,2017-11-09
783,부산대정문,부산광역시 금정구 장전동 401-13,2014-05-28
709,부산대역,부산광역시 금정구 장전동 414-39 1~4층,2013-12-20
413,금정이마트,부산광역시 금정구 구서동 368번지,2011-07-28
1812,금정구서,부산광역시 금정구 구서동 409-11,2021-06-17
2095,부산서동,부산광역시 금정구 서동 203-42 부산은행,2023-03-23
1399,용호동W스퀘어,"부산광역시 남구 용호동 954외3필지 더블유스퀘어동 1019호,1020호,1021호,2011호,2012호",2018-07-31
1190,동명대DT,부산광역시 남구 용당동 532-26,2017-03-30
934,BIFC Mall,부산광역시 남구 문현동 1229-2,2015-05-29
683,부산대연역,부산광역시 남구 대연동 1740-1 1층,2013-10-31
248,경성대,부산광역시 남구 대연동 55-1,2004-07-16
2318,문현이마트,부산광역시 남구 문현동 751 E마트,2024-09-27
2235,부산유엔공원,부산광역시 남구 대연동 568-11,2024-02-07
2284,용호빌리브,부산광역시 남구 용호동 958 빌리브센트로 제B동 101호~106호,2024-08-02
2539,부산성모병원,부산광역시 남구 용호동 538-41 부산성모병원 1층,2026-03-27
1795,부산대연못골,부산광역시 남구 대연동 290-6,2021-04-20
1560,부산역라마다,부산광역시 동구 초량동 1204-1,2019-11-07
1561,부산역아스티,부산광역시 동구 초량동 1201-1,2019-11-12
2502,부산역3번출구,부산광역시 동구 초량동 1209-15 1층,2025-12-19
1715,범일동일타워,부산광역시 동구 범일동 830-140 동일타워,2020-10-08
2419,부산초량역,부산광역시 동구 초량동 1193-1 흥국생명보험(주)부산사옥 1층 일부,2025-05-29
1521,서면중앙대로R,부산광역시 부산진구 부전동 227-2 서면피에스타 1층 2층,2019-07-05
1394,서면로R,"부산광역시 부산진구 부전동 517-24,517-25",2018-07-31
1048,동의대역,부산광역시 부산진구 가야동 82-16,2016-03-29
871,부산개금역,부산광역시 부산진구 개금동 177-289 SH빌딩 지상 1층,2014-12-18
844,서면전포역,부산광역시 부산진구 전포동 691-2,2014-10-21
690,부산서면중앙로,부산광역시 부산진구 부전동 255-11 1~3층,2013-11-15
736,서면서전로,부산광역시 부산진구 부전동 143-5,2014-02-20
653,부산서면,부산광역시 부산진구 부전동 219-3번지,2013-08-22
290,서면역,부산광역시 부산진구 부전동 139-3번지,2009-10-19
452,부전역,"부산광역시 부산진구 부전동 573-7 서면호텔 복합시설1,2층",2011-11-25
422,서면센트럴스퀘어,부산광역시 부산진구 부전동 537-9번지,2011-08-26
580,서면메디컬거리,부산광역시 부산진구 부전동 486-20번지 1층,2013-01-17
361,서면중앙,부산광역시 부산진구 부전동 257-42,2011-01-11
432,서면트레이더스,부산광역시 부산진구 부암동 93 이마트트레이더스서면점,2011-08-30
2107,초읍대공원,부산광역시 부산진구 초읍동 105-6,2023-03-23
1699,서면엠디엠타워,부산광역시 부산진구 범천동 863-1 삼성생명보험빌딩,2020-09-03
1659,서면문화로,부산광역시 부산진구 부전동 397-14,2020-06-26
712,부산덕천역,부산광역시 북구 덕천동 383-1,2013-12-23
642,부산화명역,부산광역시 북구 화명동 2287-3번지,2013-07-23
1669,화명강변DT,부산광역시 북구 덕천동 624-8,2020-07-15
2032,부산구남역DT,부산광역시 북구 구포동 915-1,2022-09-22
1799,부산만덕DT,부산광역시 북구 만덕동 산19-5,2021-04-28
1491,사상주례DT,"부산광역시 사상구 주례동 854,120-35,991-5,991-6,산120-2,산120-3",2019-05-08
1277,동서대DT,"부산광역시 사상구 주례동 189-9,189-11,189-12,189-13",2017-09-28
2021,부산사상로,부산광역시 사상구 괘법동 546-1 엠시티빌딩 105호,2022-08-18
1991,삼락강변DT,부산광역시 사상구 삼락동 399-1 (주)대림주유소 399-2,2022-06-16
1836,사상엄궁DT,부산광역시 사상구 엄궁동 338외2필지,2021-07-15
2355,부산사상광장로,"부산광역시 사상구 괘법동 565-2, 1,2층",2024-12-12
2086,사상이마트,부산광역시 사상구 괘법동 531-2 이마트,2023-02-09
1377,다대포DT,부산광역시 사하구 다대동 293-1,2018-06-15
1085,을숙도강변DT,부산광역시 사하구 하단동 1157-17,2016-06-30
575,부산괴정역,부산광역시 사하구 괴정동 961-6번지,2013-01-09
500,하단중앙,부산광역시 사하구 하단동 526-5번지,2012-04-06
2417,하단역2번출구,"부산광역시 사하구 하단동 592-5, 592-6 1층 102호",2025-05-29
2521,다대포해수욕장,"부산광역시 사하구 다대동 1548-43, 지하 1층, 1층",2026-01-30
1863,사하장림DT,부산광역시 사하구 장림동 100-1,2021-09-17
1653,부산교대역DT,"부산광역시 연제구 거제동 125, 125-13, 122-9",2020-06-25
1234,연산시티타워,"부산광역시 연제구 연산동 1124-3 C T 타워(A동 107,108,109)",2017-06-29
799,부산연산역,부산광역시 연제구 연산동 603-10외 1필지,2014-06-26
735,부산교대,부산광역시 연제구 거제동 89-60 2~3층,2014-02-20
1758,연산트레이더스,부산광역시 연제구 연산동 137-5,2021-02-08
2278,연산교차로,부산광역시 연제구 연산동 701-4,2024-06-05
1892,부산시청,부산광역시 연제구 연산동 1331-2 서호병원,2021-12-09
2114,연제이마트,부산광역시 연제구 연산동 822-7 신세계연제점E마트,2023-04-06
2360,부산거제DT,부산광역시 연제구 거제동 507-8,2024-12-12
2005,영도청학DT,부산광역시 영도구 청학동 31-2 청학주유소,2022-07-21
1766,영도대교,부산광역시 영도구 대교동1가 47 영도해안루미너스 301호,2021-03-05
1522,부산광복로,"부산광역시 중구 광복동3가 8-3,8-6,8-7,8-8",2019-08-20
1185,자갈치역,부산광역시 중구 남포동5가 8-1,2017-03-16
1249,국제시장,부산광역시 중구 대청동3가 20,2017-07-26
823,부산중앙역,"부산광역시 중구 중앙동4가 53-6, 53-30",2014-08-25
378,남포동역,부산광역시 중구 광복동1가 40-2번지 1~2층,2011-03-29
2283,부산비프광장,"부산광역시 중구 남포동3가 2-2,1-2층",2024-06-28
1549,기장역DT,부산광역시 기장군 기장읍 청강리 31-1외1필지,2019-11-07
1100,동부산DT,부산광역시 기장군 기장읍 시랑리 589-6,2016-08-18
671,부산정관,부산광역시 기장군 정관읍 매학리 717-1,2013-09-30
2091,기장일광DT,부산광역시 기장군 일광읍 삼성리 510-24,2023-02-16
2323,부산P.아울렛,부산광역시 기장군 장안읍 좌천리 545 부산프리미엄아울렛,2024-09-12
1815,동부산테마파크,부산광역시 기장군 기장읍 시랑리 산46외 339필지,2021-06-30
2190,정관신도시DT,"부산광역시 기장군 정관읍 모전리  468, 470-1",2023-09-22
2211,기장임랑원,부산광역시 기장군 장안읍 임랑리 169-2 외 7필지,2023-11-16
1365,광안수변공원,부산광역시 수영구 민락동 181-223 민락동 바다마루,2018-05-10
1181,수영역,부산광역시 수영구 광안동 1077-12,2017-03-03
1180,금련산역,부산광역시 수영구 남천동 29-19 목원빌딩,2017-02-28
1097,광안비치,부산광역시 수영구 광안동 193-4 부산광안대우아이빌 101호 201호 202호 203호,2016-07-26
1027,수영망미DT,"부산광역시 수영구 망미동 412-27, 412-28, 412-29",2016-01-15
184,광안리,부산광역시 수영구 민락동 178-19 1~3층,2002-05-29
2174,남천더샵,부산광역시 수영구 남천동 75-18 더샵 남천프레스티지 110호,2023-08-24
2038,밀락더마켓,부산광역시 수영구 민락동 113-31,2022-09-29
2372,센텀수영DT,"부산광역시 수영구 망미동 202-12 ,202-3",2025-01-03
1565,스타필드명지,부산광역시 강서구 명지동 3438 스타필드 명지 1층,2019-10-29
1630,명지강변DT,부산광역시 강서구 명지동 1459-1,2020-04-16
1403,명지국제신도시,부산광역시 강서구 명지동 3420-1,2018-08-16
478,명지오션시티,부산광역시 강서구 명지동 3238,2012-01-31
2207,강서녹산DT,부산광역시 강서구 녹산동 1336-5,2023-11-09
1787,명지퍼스트월드,부산광역시 강서구 명지동 3594 더샵 명지퍼스트월드 2단지,2021-03-31
1400,동래역,부산광역시 동래구 명륜동 553-21,2018-08-06
1235,명륜역,부산광역시 동래구 온천동 473-21,2017-06-22
1133,사직구장,부산광역시 동래구 사직동 93-6 사직동 자이언츠 파크,2016-11-18
946,부산안락DT,부산광역시 동래구 안락동 256-4,2015-06-25
864,동래미남DT,부산광역시 동래구 온천동 1428-36,2014-12-12
533,부산사직,부산광역시 동래구 사직동 47-27번지,2012-07-11
571,부산온천장역,부산광역시 동래구 온천동 153-8 에스케이허브스카이 1층,2012-12-21
1969,부산동래,부산광역시 동래구 명륜동 506-13 동림빌딩,2022-05-04
2096,동래허심청,부산광역시 동래구 온천동 137 허심청,2023-02-28
2321,부산미남역,부산광역시 동래구 온천동 1248-2,2024-09-12
1582,부산송도해수욕장,부산광역시 서구 암남동 234외7필지,2019-12-23
856,부민사거리,부산광역시 서구 부민동 18-13,2014-11-18
590,부산동대신역,부산광역시 서구 동대신동3가 510 외 1필지,2013-02-28
1919,동아대병원,부산광역시 서구 동대신동3가 13-81,2022-01-20
2503,부산대병원,부산광역시 서구 아미동1가 10-1 부산대학교병원 A동(본관) 1층 일부,2025-12-22
1398,해운대동백,부산광역시 해운대구 우동 763 해운대경동제이드아파트,2018-08-07
1309,수영강변DT,부산광역시 해운대구 반여동 1201,2017-12-21
1347,센텀파크,부산광역시 해운대구 재송동 1200 더샵센텀파크1차아파트 7동 102호,2018-03-16
1275,해운대역,부산광역시 해운대구 우동 603-19,2017-09-27
1098,부산재송DT,부산광역시 해운대구 재송동 572-2 외 4필지,2016-08-12
1056,해운대,부산광역시 해운대구 중동 1392-26 엘리시아,2016-04-19
